,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,seq_id,vehicle_type,violation_type,year
20670,21-801(b),BLUE,No,No,GAITHERSBURG,No,HYUNDAI,ACCENT,f4290e49-f26f-4a0b-9a21-88eaae3a7d99,02 - Automobile,Citation,2007
20671,16-303(c),BLACK,No,No,SILVER SPRING,No,LINC,MKX,e4e3f65f-8a85-4863-a766-ab1fc1b41018,02 - Automobile,Citation,2008
20672,21-801(b),BLACK,No,No,MONTGOMERY VILLAGE,No,HOND,CP,9d0b5069-b3aa-4637-8eda-9636f459147c,02 - Automobile,Citation,1998
20673,21-503(c),N/A,No,No,SILVER SPRING,No,NONE,NONE,385638eb-2560-44fd-933e-7eb0dbf7e214,29 - Unknown,Citation,
20674,13-409(b),SILVER,No,No,WASHINGTON,No,HONDA,2000,6c298352-5eb1-4048-9935-0c7aa330b9a5,02 - Automobile,Citation,2004
20675,16-112(c),GOLD,No,No,GREENBELT,No,NISSAN,SENTRA,1364bc90-ed86-4a30-a9d2-9219af0ad0cc,02 - Automobile,Citation,1993
20676,21-902(c1i),WHITE,No,No,ASHTON,No,FORD,FOCUS,d3926f36-5fa1-4190-9329-03b13f1977ea,02 - Automobile,Citation,2014
20677,16-112(c),SILVER,No,No,UNKNOWN,No,HYUNDAI,EXSTATION WAGON,6c161cc9-0fbc-4c23-bad3-0558bc117f79,02 - Automobile,Citation,1996
20678,21-801(b),SILVER,No,No,WASHINGTON,No,HONDA,2S,e2e0d355-69cd-4b67-948b-0cd432b2dfe1,02 - Automobile,Citation,2000
20679,13-401(h),SILVER,Yes,No,GAITHERSBURG,No,VOLVO,V70 XC,1e4d1629-f528-48d8-b2e1-dda54b612b53,02 - Automobile,Citation,2001
20680,21-707(a),SILVER,No,No,GAITHERSURG,No,FORD,F150,b77a276e-2cd5-4229-bbf5-238df86aff42,05 - Light Duty Truck,Citation,2010
20681,16-815(b),WHITE,No,No,MCLEAN,No,FORD,F750,2df6ff09-dc1d-49cb-98a7-4235ee414c0d,06 - Heavy Duty Truck,Citation,2017
20682,13-411(g),WHITE,No,No,SILVER SPRING,No,DODGE,CARAVAN,7baeaac4-4636-470d-a812-994da888c0a3,02 - Automobile,Citation,1992
20683,21-402(b),WHITE,No,No,COLLEGE PARK,No,VOLK,2S,4300d984-1736-400f-b684-b6d57418f1b2,02 - Automobile,Citation,2009
20684,20-104(c),MAROON,No,No,ROCKVILLE,No,PONT,AZTEC,100f477d-6853-4abe-8888-e16117e0f5e7,02 - Automobile,Citation,2002
20685,21-304(c),TAN,No,No,BURTONSVILLE,No,TOYT,PRUIS,852e5dd2-7583-40e9-956a-d5eac2b016bd,02 - Automobile,Citation,2010
20686,21-1124.2(d2),SILVER,No,No,SILVER SPRING,No,MERZ,E350,b2a46c14-6be2-413c-891f-ee8015b762a9,02 - Automobile,Citation,2009
20687,22-412.3(b),WHITE,No,No,ELIZABETH CITY,No,NISSAN,TK,02a14f11-f10d-4f9a-acfc-633a1e54809a,02 - Automobile,Citation,1993
20688,21-202(h1),SILVER,No,No,BOYDS,No,TOYT,CAMRY LE,52ba6f04-e95b-4129-a15e-8fa11b0d43a6,02 - Automobile,Citation,2005
20689,21-405(b),RED,No,No,SILVER SPRING,No,LINCOLN,4 DOOR,354062cb-d639-4715-bc7a-15cf45541a01,02 - Automobile,Citation,2001
20690,13-411(a),GRAY,No,No,SILVER SPRING,No,HOND,CN,bc4dc116-ec4b-49e7-a34d-a6785580a50f,02 - Automobile,Citation,2003
20691,22-227(b),MAROON,No,No,SILVER SPRING,No,NISSAN,ALTIMA,d8fd082a-426e-424f-aada-a8176173c8c9,02 - Automobile,Citation,1996
20692,16-303(c),BLACK,No,No,BURTONSVILLE,No,MITZ,ECLIPSE,bb268ec5-bd90-4bcf-8332-acff4c883387,02 - Automobile,Citation,1997
20693,21-801(b),BLUE,No,No,SILVER SPRING,No,TOYOTA,TACOMA,f11de8ce-4d2b-4dd1-a023-2352fdc2948f,02 - Automobile,Citation,2006
20694,13-401(h),BLACK,No,No,ROCKVILLE,No,VOLK,JETTA,ce76fe9b-de62-4007-ac2f-a838d3dc29ee,02 - Automobile,Citation,1998
20695,21-801.1,"BLUE, DARK",No,No,POTOMAC,No,HONDA,PILOT,49946b7e-c2dc-4f24-b2a8-187ec5652c08,02 - Automobile,Citation,2011
20696,21-301(a),BLUE,No,No,SILVER SPRING,No,NISSAN,ALTIMA,7a7c2858-fa5c-4998-9e03-2e85f306ff5e,02 - Automobile,Citation,1999
20697,21-402(a),BLACK,No,No,GAITHERSBURG,No,NISS,4S,1bf9cc16-83ca-446f-be20-24f862524c73,02 - Automobile,Citation,2012
20698,16-101(a),ORANGE,No,No,FORT WASHINGTON,No,DODGE,CHARGER RT,ae4478b9-ded5-4151-937d-33a5611a4479,02 - Automobile,Citation,2008
20699,13-409(b),SILVER,No,No,HERNDON,No,TOYOTA,CAMRY,6306f074-1f73-4462-8930-79d5821bdcb7,02 - Automobile,Citation,2016
20700,21-502(a2),BLACK,No,No,SILVER SPRING,No,TOYOTA,CAMRY,28b652c3-d657-4276-baf9-6d6fa6437dd8,02 - Automobile,Citation,2005
20701,16-112(c),BLACK,No,No,GERMANTOWN,No,HOND,2H,d7ad7072-1e9d-4b7c-b411-4f14e1923aec,02 - Automobile,Citation,2010
20702,21-801(b),WHITE,No,No,ROCKVILLE,No,HONDA,CR-Z,5d1bb9c8-9f8b-4b28-b44e-6cb982ffa5dc,02 - Automobile,Citation,2011
20703,13-411(f),BLACK,No,No,ELLICOTT CITY,No,HONDA,PILOT,c53e56db-f256-4c20-b905-ec3c38e80271,02 - Automobile,Citation,2004
20704,21-503(c),N/A,No,No,SILVER SPRING,No,NONE,NONE,cc0481aa-7fc0-47d0-af8f-fc0f17ebda4f,29 - Unknown,Citation,
20705,16-101(a),BLACK,No,No,HYATTASVILLE,No,HONDA,CIVIC,b4e6c988-6261-4194-a943-a8c3f7160068,02 - Automobile,Citation,2001
20706,21-801.1,GRAY,No,No,ROCKVILLE,No,HOND,TK,ef5c8148-d27f-4693-aaa5-43bb08ea4f33,02 - Automobile,Citation,2002
20707,21-301(a),SILVER,No,No,NORTH POTOMAC,No,JAGU,4S,22b980b3-6206-4b4b-bd4b-e5596423c44a,02 - Automobile,Citation,2005
20708,21-801(b),MAROON,No,No,GAITHERSBURG,No,CHEV,BLAZER,f58fb97e-42b4-43a3-84ba-d9747a479367,02 - Automobile,Citation,2000
20709,21-801(b),"GREEN, DK",No,No,GAITHERSBURG,No,CHEV,PICKUP,f70ae124-35aa-41be-8385-d217f874e88a,02 - Automobile,Citation,2005
20710,13-703(g),WHITE,No,No,FREDERICK,No,KIA,OPTIMA,bdd7c904-1a38-4a2c-affc-9136b7b6fb04,02 - Automobile,Citation,2001
20711,13-411(a),"GREEN, DK",No,No,SILVER SPRING,No,HONDA,ACCORD 4D,e7522d8a-cd86-452f-999d-8ae25ebe639e,02 - Automobile,Citation,1997
20712,21-801.1,GRAY,No,No,GAITHERSBURG,No,TOYT,COROLLA,61ca3d6c-f9ab-48be-8569-b994e682e5aa,02 - Automobile,Citation,2012
20713,21-502(a2),WHITE,No,No,SILVER SPRING,No,HYUNAI,ELANTRA,9382aa37-6139-4036-8ff3-ef69568ea4b0,02 - Automobile,Citation,2013
20714,21-801.1,"GREEN, LGT",No,No,SILVER SPRING,No,FORD,SU,3175ccb8-8240-4f6e-9f12-f933af93c6e8,02 - Automobile,Citation,2006
20715,13-411(c1),MAROON,No,No,SILVER SPRING,No,LEXU,4S,7bef957a-d68f-42f8-813f-f2559ba74354,02 - Automobile,Citation,2004
20716,21-202(h1),GREEN,No,No,GERMANTOWN,No,NISS,ALTIMA,2c9daeda-a0f7-4757-9f04-471711f2819c,02 - Automobile,Citation,2001
20717,22-226(a),SILVER,No,No,SILVER SPRING,No,FORD,EXPLORER,6188efb4-19f6-412b-a1b0-16125f6a4a59,02 - Automobile,Citation,2002
20718,13-411(a),RED,No,No,LAYTONSVILLE,No,MERZ,C300,e5917cb0-1b8d-47bf-b577-f5cce5844e62,02 - Automobile,Citation,2014
20719,16-112(c),"BLUE, LIGHT",No,No,SILVER SPRING,No,CADILLAC,4DR,4aa315f1-918b-436b-a5e4-e6d24c3316d5,02 - Automobile,Citation,1993
20720,21-801.1,WHITE,No,No,GERMANTOWN,No,FIAT,500L,9db6807d-2610-497c-9531-0c42ee3bb5bb,02 - Automobile,Citation,2014
20721,22-412.3(b),RED,No,No,GAITHERSBURG,No,CHEV,CAVALIER,f1b9138b-adfc-4a83-8cd5-02a87758e753,02 - Automobile,Citation,1998
20722,13-401(b1),WHITE,No,No,COLLEGE PARK,No,FORD,TRANSIT,edbbf4f9-dd65-4299-91f8-de6d7a4ed5ed,02 - Automobile,Citation,2015
20723,16-105(b1),BLACK,No,No,MONTGOMERY VILLAGE,No,SATURN,ION,5d93caec-58c0-4ddf-a2b7-5b1ddd28a001,02 - Automobile,Citation,2003
20724,16-301(e),,No,No,UPPER MARLBORO,No,FORD,TAURUS,3adeccd4-2964-487e-9bc7-35bd4f1b8bb4,02 - Automobile,Citation,1998
20725,13-411(f),BLACK,No,No,SILVER SPRING,No,HONDA,CIVIC,7b8f7cb7-985d-4e3e-a1a7-6490b984b708,02 - Automobile,Citation,1999
20726,21-801(b),BLACK,No,No,CHEVY CHASE,No,AUDI,A4,c8d1d89d-5e88-40af-a389-6ba812f5f21b,02 - Automobile,Citation,2013
20727,16-303(h),BLACK,No,No,SILVER SPRING,No,VOLK,PASSAT,a2a14d83-b643-42b7-ac28-c9a1bb74002a,02 - Automobile,Citation,2014
20728,13-411(a),BLACK,No,No,GERMANTOWN,No,DODG,TK,907fefb8-9bb8-4fb7-b632-3c9fca8fc232,02 - Automobile,Citation,2003
20729,21-202(h),BLACK,No,No,TAKOMA PARK,No,MERCEDES,S550,efe5193f-80d8-47be-aff0-35c89699a0eb,02 - Automobile,Citation,2010
20730,16-112(c),SILVER,No,No,ROCKVILLE,No,TOYOTA,COROLLLA,4a515d47-4e49-4084-a270-e9d7fa9607d6,02 - Automobile,Citation,2011
20731,16-115(f),SILVER,No,No,ROCKVILLE,No,TOYOTA,ECHO,3edf7571-57a1-4ac6-8bfd-26008fea252f,02 - Automobile,Citation,2000
20732,16-303(h),BLUE,No,No,GAITHERSBURG,No,SUBU,LEGACY,60cdae19-272d-4cf9-9bd7-5ba7ccad189a,02 - Automobile,Citation,2005
20733,21-902(a1),MAROON,No,No,LAUREL,No,GMC,YUKON,d059542d-06b6-42ca-9fcc-c596d44a954a,28 - Other,Citation,2004
20734,13-401(b),GREEN,Yes,No,GERMANTOWN,No,VOLKSWAGEN,JETTA,aad597c0-0af6-4225-b1dd-627d5f688e34,02 - Automobile,Citation,1998
20735,13-409(b),SILVER,No,No,GLEN BURNIE,No,CHEVY,TRAILBLAZER,32d06078-f16b-4b2c-abfe-652dc7ecc11e,02 - Automobile,Citation,2004
20736,17-107,GRAY,No,No,TAKOMA PARK,No,NISSAN,SENTRA,dd964dc7-022c-406a-9501-f546849faa79,02 - Automobile,Citation,2002
20737,21-202(i1),"GREEN, DK",No,No,SILVER SPRING,No,MAZD,626 4S,a79a7f31-2c06-4290-bf96-fba3b68091f7,02 - Automobile,Citation,1999
20738,21-604(c),"BLUE, LIGHT",No,No,SILVER SPRING,No,DODG,TK,476a9962-e5be-4456-bf87-344839a8a247,02 - Automobile,Citation,1995
20739,21-801.1,GRAY,No,No,SILVER SPRING,No,FORD,FIVE HUNDRED,949cc54a-e280-459c-8165-5f08a46a654a,02 - Automobile,Citation,2006
20740,16-303(f),BLUE,No,No,WASHINGTON,No,FORD,TAURUS,d89a84a4-7711-4ad3-86c3-50671da623d0,02 - Automobile,Citation,2000
20741,21-801.1,GOLD,No,No,MONTGOMERY VILLAGE,No,SUBA,SW,f61340b0-d11b-415b-8f1e-185296103126,02 - Automobile,Citation,2008
20742,20-105.1,RED,No,No,SILVER SPRING,No,NISSAN,FRONTIER,b878a947-39de-46df-9500-53019f55a247,05 - Light Duty Truck,Citation,2001
20743,13-411(f),"GREEN, DK",No,No,SILVER SPRING,No,INFINITI,Q45,d13f3f11-efea-4d69-ae4f-76f50939224c,02 - Automobile,Citation,2002
20744,21-405(b),GOLD,No,No,HYATTSVILLE,No,NISSAN,4DR,d40a5560-c7f2-4d12-8fcc-72999b50c4b8,02 - Automobile,Citation,1998
20745,21-801.1,SILVER,No,No,ASHTON,No,HONDA,CIVIC,3ba4551b-3045-4137-ad3e-5db5229b2e4a,02 - Automobile,Citation,2010
20746,13-411(a),WHITE,No,No,SEVERN,No,DODGE,INTREP,09d98a77-77e3-41c3-a010-24d2125fb739,02 - Automobile,Citation,2002
20747,21-801.1,RED,No,No,BROOKEVILLE,No,TOYOTA,COROLLA,1115b089-d5d8-4cfc-8a44-8280771a0f91,02 - Automobile,Citation,2001
20748,21-801.1,"GREEN, DK",No,No,GAITHERSBURG,No,MAZDA,PROTEGE,be249726-24aa-4fae-b1cd-40c7486b3317,02 - Automobile,Citation,1998
20749,13-411(g),BLUE,No,No,OLNEY,No,PONTIAC,GRAND AM,370e63d3-57fd-470e-8c80-6cd0da5e781c,02 - Automobile,Citation,2002
20750,21-801(b),BLACK,No,No,ARLINGTON,No,HYNDAI,ELENTRA,8582aced-da54-4659-a7c4-1a69a0daee31,02 - Automobile,Citation,2012
20751,21-902(a2),GRAY,No,No,HYATTSVILLE,No,HONDA,ACCORD 4S,306ef4ac-a44b-496c-b438-a31651498777,02 - Automobile,Citation,2003
20752,21-308(a),BLACK,No,No,CROFTON,No,FORD,TAURUS,14f6ebde-b2c1-4bfd-b315-ef12efdb0351,02 - Automobile,Citation,2001
20753,21-201(a1),RED,No,No,GAITHERSBURG,No,HONDA,ACCORD,7783aacd-d941-4c90-9c36-26d62644a671,02 - Automobile,Citation,2005
20754,21-309(b),"GREEN, DK",No,No,CENTREVILLE,No,TOYOTA,CAMRY,b2a82fa2-b88a-4c18-872a-66f240d6961b,02 - Automobile,Citation,1998
20755,20-103(a),GRAY,No,No,BURTONSVILLE,No,HONDA,4D,58bc2813-67c4-485a-a145-397e861a3d56,02 - Automobile,Citation,2005
20756,16-301(j),BLACK,No,No,GREENBELT,No,HONDA,PILOT,1110f518-5948-4ef1-b413-48ed53748239,02 - Automobile,Citation,2005
20757,16-112(c),BLACK,No,No,SILVER SPRING,No,NISSAN,MAXIMA,358162fd-49b1-41b4-88ee-aa90379afa44,02 - Automobile,Citation,1996
20758,21-502(a2),N/A,No,No,GERMANTOWN,No,NONE,NONE,3cfb9595-a269-480e-8348-445991f506ce,29 - Unknown,Citation,
20759,21-603(a),BLACK,No,No,WASHINGTON,No,CADI,XTS,2a1b2593-89bc-4b81-be8a-3ac2bd0fc255,02 - Automobile,Citation,2015
20760,13-401(b),BLUE,Yes,No,COLUMBIA,No,DODGE,AVENGER,f19827bb-9481-48c1-a353-666d887ca294,02 - Automobile,Citation,2008
20761,21-801(b),BLACK,No,No,CHANTILLY,No,CHEVY,AVEO,f91eb88b-cf65-4aa4-9410-e1d6e786d3fe,03 - Station Wagon,Citation,2010
20762,22-412.3(b),BLACK,No,No,SILVER SPRING,No,AUDI,4S,8a88a1fe-f838-4cdd-9184-8666bcac2caf,02 - Automobile,Citation,2002
20763,21-1003(j),SILVER,No,No,SILVER SPRING,No,HONDA,ODYSSEY,6b5d82a2-5773-4e4e-8421-67e9882e5af2,02 - Automobile,Citation,2017
20764,22-412.3(b),TAN,No,No,GAITHERSBURG,No,TOYT,4S,5808e4d7-5e48-476a-9ecd-9d743fbf44da,02 - Automobile,Citation,1999
20765,22-412.2(d),BLACK,No,No,GAITHERSBURG,No,NISSAN,QUEST,63b21038-15de-4c5f-b43d-89c4feafbb08,02 - Automobile,Citation,2000
20766,20-105(a),SILVER,No,No,ROCKVILLE,No,MITSUBISHI,ECLIPSE,39de5383-9d2a-4e90-8b56-ee74e3c657f2,02 - Automobile,Citation,2002
20767,13-616.2(e2),GOLD,No,No,SILVER SPRING,No,FORD,EXPLORER,e0e6b8fd-a76d-446b-9910-15f2f62ef668,02 - Automobile,Citation,1995
20768,16-303(c),BLACK,No,No,HYATTASVILLE,No,HONDA,CIVIC,b4e6c988-6261-4194-a943-a8c3f7160068,02 - Automobile,Citation,2001
20769,13-401(h),BLACK,No,No,DISTRICT HEIGHTS,No,MERCEDES,C320,581e9de4-5855-4455-bda7-1efa85c68713,02 - Automobile,Citation,2004
20770,21-201(a1),"GREEN, DK",No,No,WASHINGTON,No,TOYOTA,CAMRY,d799f0b5-6063-404d-93a9-d03a506e42f2,02 - Automobile,Citation,2011
20771,13-401(b),SILVER,No,No,SILVER SPRING,No,NISSAN,TK,d57322de-8346-4ab2-a3f6-60496440fa30,02 - Automobile,Citation,2005
20772,16-101(a),"BLUE, DARK",No,No,SILVER SPRING,No,ISUZU,TROOPER,1c9cadce-400b-4b64-9205-ad15e1f21362,02 - Automobile,Citation,1995
20773,16-113(h),MAROON,No,No,SILVER SPRING,No,PLYM,VN,641b4f3d-4397-422c-a905-43233998ef72,02 - Automobile,Citation,1994
20774,16-116(a),WHITE,No,No,ROCKVILLE,No,MAZD,4S,2bb9a5bb-434e-487f-ad74-ee5b35e94593,02 - Automobile,Citation,1995
20775,21-801.1,BLACK,No,No,DARNESTOWN,No,BENZ,4DR,d01b38ce-2a02-4c9e-a028-be8ef670fbaf,02 - Automobile,Citation,2003
20776,13-409(b),GRAY,No,No,LAYTONSVILLE,No,DODGE,GRAND CARAVAN,c2b60cc9-1340-48a1-875b-0a69dc9b9f67,02 - Automobile,Citation,2001
20777,13-409(b),WHITE,No,No,POTOMAC,No,FORD,F150,e605bf7b-83b5-4472-9d11-4312816e883b,05 - Light Duty Truck,Citation,1996
20778,13-401(h),WHITE,No,No,SILVER SPRING,No,FORD,ESCAPE,6cd43458-8393-4aa5-91ac-37e8fd588549,02 - Automobile,Citation,2002
20779,16-303(c),SILVER,No,No,OWINGS,No,NISS,4S,c3a3005e-3b11-4c08-a69f-7fcb41c6755a,02 - Automobile,Citation,2003
20780,21-707(a),SILVER,No,No,BETHESDA,No,LEXS,4S,4bb996d5-9a8e-44ee-a2fa-72ed73d0a72d,02 - Automobile,Citation,2010
20781,21-201(a1),SILVER,No,No,GERMANTOWN,No,NISSAN,MAXIMA,10815262-da34-409c-8d74-e2a4aab6a043,02 - Automobile,Citation,2012
20782,21-201(a1),RED,No,No,WASHINGTON,No,TOYOTA,COROLLA,cdc7f7f3-278e-4765-a81e-3e5d22864f4e,02 - Automobile,Citation,2001
20783,13-409(b),SILVER,No,No,DAMASCUS,No,CHEVROLET,SILVERADO,83b843de-3922-4148-9068-b0183bf2cc67,05 - Light Duty Truck,Citation,2006
20784,16-112(c),"GREEN, DK",No,No,DAMASCUS,No,CHEVY,TAHOE,41be4f28-cf16-467a-82d7-72812a73d695,02 - Automobile,Citation,2002
20785,21-902(a2),GRAY,No,No,ROCKVILLE,No,TOYO,TK,65434cea-f096-4d9e-b67b-c4b2c60a59e6,05 - Light Duty Truck,Citation,2001
20786,16-101(a),GREEN,No,No,GAITHERSBURG,No,TOYOTA,TERCEL,627639c6-eeb1-4b15-8f74-fba3a5a99fdc,02 - Automobile,Citation,1995
20787,21-201(a1),SILVER,No,No,MONTGOMERY VILLAGE,No,LEXUS,TK,a8104bc5-aeaa-46b0-a295-f1cbf1aeff88,02 - Automobile,Citation,2010
20788,16-303(h),BLACK,No,No,BURTONSVILLE,No,MITZ,ECLIPSE,bb268ec5-bd90-4bcf-8332-acff4c883387,02 - Automobile,Citation,1997
20789,21-801(b),BLACK,No,No,GAITHERSBURG,No,INFINITI,FX35,5997f6bc-f33f-40da-bb1e-972d2cc07124,02 - Automobile,Citation,2005
20790,21-801(a),ORANGE,No,No,BURTONSVILLE,No,HOND,4S,028b8778-e925-45ae-9fc2-505a632e0b9b,02 - Automobile,Citation,1997
20791,21-1003(c),"BLUE, DARK",No,No,BRENTWOOD,No,TOYOTA,PICK UP,026ad130-94ad-45a2-a3e0-ceb18c3df650,02 - Automobile,Citation,1991
20792,16-303(c),BLACK,Yes,No,SILVER SPRING,No,TOYOTA,2-DOOR,1d10e060-b177-4e37-9988-8b2613103b70,02 - Automobile,Citation,1993
20793,21-201(a1),BLACK,No,No,SILVER SPRING,No,TOYOTA,COROLLA,3dadcc0e-002c-4e37-b6fc-486ecdb1469a,02 - Automobile,Citation,1999
20794,20-105(a),GRAY,Yes,No,ALEXANDRIA,No,NISSIAN,XTERRA,8fa055a9-d911-485c-ac45-ce3043c8917e,02 - Automobile,Citation,2002
20795,22-412.2(d),BLACK,Yes,No,GAITHERSBURG,No,CADILLAC,ESCALADE,543bc140-c31e-4e69-ae1d-1f2ff519623e,02 - Automobile,Citation,2003
20796,21-801.1,WHITE,No,No,GAITHERSBURG,No,BMW,CN,1ddd93a7-f518-481f-9c91-2cf5107d1099,02 - Automobile,Citation,2005
20797,21-801.1,GOLD,No,No,CHEVY CHASE,No,TOYT,4S,0613d40f-f11f-4cdb-b377-d4ef60922dc7,02 - Automobile,Citation,1994
20798,13-411(a),WHITE,No,No,ROCKVILLE,No,CHEVY,SILVERADO,09917017-da48-45cf-a0ab-f263e704ab49,05 - Light Duty Truck,Citation,2009
20799,13-401(h),"GREEN, DK",No,No,BELTSVILLE,No,BMW,740,bc51ca0d-e4e6-4cb2-b02a-8aca6aad5734,02 - Automobile,Citation,1999
20800,13-409(b),SILVER,No,No,GERMANTOWN,No,MERZ,300,0f69762c-925c-456c-8ec9-5cdd5ced1795,02 - Automobile,Citation,1995
20801,16-112(c),SILVER,No,No,SILVER SPRING,No,VOLK,2H,ef7eb5ff-65db-4f7a-8c96-f268f65626ad,02 - Automobile,Citation,2003
20802,21-204(b),SILVER,No,No,SILVER SPRING,No,PONTIAC,GRAND AM,eff53220-1611-43bd-82de-662af2993e3d,02 - Automobile,Citation,1999
20803,16-113(j),SILVER,No,No,FORESTVILLE,No,MITSUBISHI,GALANT,b84c392f-1bdb-48ea-b883-20fa8b136ffb,02 - Automobile,Citation,2004
20804,13-411(a),WHITE,No,No,GAITHERSBURG,No,KIA,SORENTO,24a7e276-6a27-4f91-8be6-627f5a51639d,05 - Light Duty Truck,Citation,2004
20805,16-303(c),BLACK,No,No,SANDY SPRING,No,CHRYSLER,300,55cb7b19-7751-4f97-8058-d385447033b6,02 - Automobile,Citation,2006
20806,16-112(c),BLACK,No,No,LAUREL,No,CHEV,SU,7d70c477-26f5-4029-a36c-3e372541e168,02 - Automobile,Citation,2003
20807,17-107,SILVER,No,No,HAGERSTOWN,No,HONDA,ACCORD,5d230ddc-4eef-4247-9f26-81f9ab14085a,02 - Automobile,Citation,2006
20808,21-902(a1),SILVER,No,No,SILVER SPRING,No,BMW,4S,4c44dfa9-06fd-4e76-baab-c3d27bdefce7,02 - Automobile,Citation,1999
20809,16-101(a),GRAY,No,No,BURTONSVILLE,No,TOYOTA,CAMRY,b9b2703b-8193-46b0-8df4-6471281d28a4,02 - Automobile,Citation,2007
20810,21-707(a),RED,No,No,BETHESDA,No,TOYOTA,TUNDRA,61c32e29-2c8d-4dd2-bd9b-f5deeb610293,02 - Automobile,Citation,2017
20811,21-309(b),GRAY,No,No,MONTGOMERY VILLAGE,No,NISS,TK,09610d87-1602-42ac-bce7-a55d312c5e71,02 - Automobile,Citation,2006
20812,21-902(b1),GRAY,No,No,GAITHERSBURG,No,CHRYSLER,TK,feb6a8a1-5031-46d1-b43f-c2ea02914f61,02 - Automobile,Citation,2005
20813,13-401(h),SILVER,No,No,GAITHERSBURG,No,TOYOTA,COROLLA,efe4f5d4-f87d-46f3-a55f-5de5723c91ff,02 - Automobile,Citation,2003
20814,21-707(a),WHITE,No,No,ROCKVILLE,No,CADILLAC,4S,c41ae0f3-2d9d-480d-bb03-a72d77ad0a86,02 - Automobile,Citation,1980
20815,17-107,WHITE,No,No,FT WASHINGTON,No,NISSAN,MAXIMA,3b1c9528-0a48-44b7-b640-5e997fcd3291,02 - Automobile,Citation,1996
20816,13-411(a),BLUE,No,No,TEMPLE HILLS,No,CHEV,4D,d14a0492-8881-4c4f-aa71-9f2e0b90952d,02 - Automobile,Citation,2007
20817,21-801(b),GRAY,No,No,ROCKVILLE,No,TOYT,4S,a6af6998-027c-4d72-81f5-422316327837,02 - Automobile,Citation,2003
20818,16-303(h),BLUE,No,No,FREDERICK,No,NISSAN,ALTIMA,475f372a-2551-4854-8448-00411d9ae7c6,02 - Automobile,Citation,2006
20819,16-303(c),WHITE,No,No,DAMASCUS,No,DODG,RAM PU TK,cafa05de-c782-4793-92b9-3812a3380ddc,05 - Light Duty Truck,Citation,1999
20820,21-801(a),RED,No,No,SILVER SPRING,No,VOLK,2S,1c1182b9-729d-4da8-bbf2-518005783649,02 - Automobile,Citation,2010
20821,21-901.1(b),RED,No,No,SILVER SPRING,No,CHEVY,COLBALT,fb177acd-9460-44ab-9457-379dff50bec9,02 - Automobile,Citation,2010
20822,21-902(a1),SILVER,No,No,MONTGOMERY VILLAGE,No,CADILLAC,DEVILLE,632e7206-b52d-4c8f-a958-810d19c83c48,02 - Automobile,Citation,1999
20823,22-412.3(b),RED,No,No,BETHESDA,No,FORD,ESCAPE,c2af9afc-7029-44e1-b4be-67651ae42adc,02 - Automobile,Citation,2003
20824,16-303(c),BLACK,No,No,GERMANTOWN,No,LIN,4DR,c1bf9867-4fae-42cb-8632-9a80f2b55835,02 - Automobile,Citation,2003
20825,21-706(a),GRAY,No,No,SYKESVILLE,No,FORD,TK,80a99fe5-cc9f-4cb9-afb0-84a61e8a47cb,05 - Light Duty Truck,Citation,2003
20826,13-411(f),GRAY,No,No,BOYDS,No,MITSUBISHI,TK/RAIDER,acce3daa-fa90-4169-a16c-d0e0c3a88e2f,02 - Automobile,Citation,2008
20827,13-401(h),BLACK,No,No,SILVER SPRIN,No,SCION,TC,9eeebb76-75c1-424d-8ece-f9fb12e5e377,02 - Automobile,Citation,2008
20828,21-202(m),GREEN,No,No,ROCKVILLE,No,HONDA,ACCORD,e044869b-b5b6-4db1-b4a0-7b665b4ba435,02 - Automobile,Citation,1997
20829,13-411(f),BLACK,No,No,DERWOOD,No,BMW,4S,85fbba04-5bdd-4ecf-afae-e4a52410eb1a,02 - Automobile,Citation,1994
20830,21-309(b),BLUE,No,No,GERMANTOWN,No,NISSAN,ALTIMA,5bc0fcac-8cf6-4ee9-ae0d-e1a29ae51a6e,02 - Automobile,Citation,1999
20831,17-107,GOLD,No,No,NEW MARKET,No,PONTIAC,GRAND PRIX,54d625b5-4291-4956-957c-8432bcd10d26,02 - Automobile,Citation,2001
20832,21-202(h1),RED,No,No,BELTSVILLE,No,DODG,SW,f2061db7-edd8-4aeb-bb29-c112b0402a72,02 - Automobile,Citation,2006
20833,16-303(h),GREEN,No,No,MONTGOMERY VILLAGE,No,BUICK,4S,5c0f9ed0-afa9-4724-90e5-cccc235c3823,02 - Automobile,Citation,1998
20834,21-201(a1),SILVER,No,No,POTOMAC,No,HONDA,CRV,273598cf-34a2-4bb3-8490-4db0df22a5f6,02 - Automobile,Citation,2007
20835,21-405(e1),WHITE,No,No,SILVER SPRING,No,FORD,F150,1d075ea0-3197-4115-9baa-26bd4be1a4a3,02 - Automobile,Citation,2007
20836,21-1124.1(b),GRAY,No,No,NORTH BETHESDA,No,RANG,TK,721f5670-1235-4156-a5c5-1fe7c9281064,03 - Station Wagon,Citation,2006
20837,13-409(b),RED,No,No,ROCKVILLE,No,TOYOTA,TACOMA,819408dd-8403-4dab-a7d7-a42b42773937,05 - Light Duty Truck,Citation,1999
20838,21-204(d),BLACK,No,No,RIVERDALE,No,DODGE,CHARGER,c7552d37-d7e1-4396-af79-92dd448fb51e,02 - Automobile,Citation,2008
