,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,vehicle_type,violation_type,year
1289,21-801(b),SILVER,No,No,GAITHERSBURG,No,CHEVROLET,TRAVERSE,28 - Other,Citation,2018
1290,22-201.1,BLACK,No,No,MONTGOMERY VILLAGE,No,CHEV,4S,02 - Automobile,Warning,2007
1291,13-411(f),SILVER,No,No,SILVER SPRING,No,TOYOTA,TC,02 - Automobile,Citation,2008
1292,22-406(b),SILVER,No,No,POTOMAC,No,BMW,SW,02 - Automobile,Warning,2006
1293,21-801(b),GRAY,No,No,GERMANTOWN,No,CHRYSLER,PACIFICA,02 - Automobile,Citation,2018
1294,21-310(a),GREEN,No,No,TOWSON,No,PONT,4S,02 - Automobile,Warning,2007
1295,61,BLACK,No,No,NORTH POTOMAC,No,VOLK,JETTA,02 - Automobile,ESERO,2015
1296,21-1003(aa),SILVER,No,No,NONE,No,HONDA,CIVIC,02 - Automobile,Warning,2004
1297,21-801.1,BLACK,No,No,SILVER SPRING,No,JEEP,GRAND CHEROKEE,28 - Other,Citation,2018
1298,21-201(a1),BLACK,No,No,GAITHERSBURG,No,MERCEDES,4S,02 - Automobile,Citation,2000
1299,22-412.3(b),"BLUE, DARK",No,No,SILVER SPRING,No,DODGE,CARAVAN,02 - Automobile,Citation,2005
1300,21-402(a),SILVER,No,No,GAITHERSBURG,No,HOND,TK,03 - Station Wagon,Citation,2007
1301,13-410(e2),GRAY,No,No,SILVER SPRING,No,VOLK,JETTA,02 - Automobile,Warning,2006
1302,22-412.3(c3),WHITE,No,No,CLARKSBURG,No,HONDA,CRV,02 - Automobile,Warning,2009
1303,21-801.1,GRAY,No,No,WASHINGTON,No,FORD,4DR,02 - Automobile,Citation,2013
1304,21-801.1,BLACK,No,No,WINDSOR MILL,No,MAZD,4S,02 - Automobile,Warning,2016
1305,17-104.2(b2),WHITE,No,No,GERMANTOWN,No,HONDA,ACCORD,02 - Automobile,Warning,2012
1306,16-116(a),SILVER,No,No,ROCKVILLE,No,HOND,VN,02 - Automobile,Warning,2004
1307,13-409(b),WHITE,No,No,SILVER SPRING,No,CHEV,VAN,02 - Automobile,Citation,2008
1308,22-412.3(b),GOLD,Yes,No,DAMASCUS,No,CHEVY,SEBRIN,02 - Automobile,Warning,1999
1309,23-104,GRAY,No,No,MONTGOMERY VILLAGE,No,TOY,SUV,02 - Automobile,Warning,2008
1310,17-104.2(b2),WHITE,No,No,GAITHERSBURG,No,NISSAN,ALTIMA,02 - Automobile,Warning,2015
1311,17-104.2(b2),RED,No,No,GERMANTOWN,No,TOYOTA,SCION,02 - Automobile,Citation,2015
1312,22-219(a),SILVER,No,No,COLUMBIA,No,HOND,ACCORD,02 - Automobile,Warning,2002
1313,21-201(a1),GRAY,No,No,ANNAPOLIS,No,JEEP,TK,02 - Automobile,Citation,2014
1314,21-309(b),SILVER,No,No,OLNEY,No,VOLK,2S,02 - Automobile,Citation,2008
1315,13-401(h),WHITE,No,No,ELLICOTT CITY,No,TOYOTA,RAV4,02 - Automobile,Citation,2017
1316,21-801.1,WHITE,No,No,FREDERICK,No,TOYT,4S,02 - Automobile,Citation,2010
1317,21-601(a),RED,No,No,WASHINGTON,No,ACUR,TK,02 - Automobile,Warning,2016
1318,22-412.3(b),BLACK,No,No,HYATTSVILLE,No,ACURA,TSX,02 - Automobile,Citation,2010
1319,16-101(a1),BLACK,No,No,ADELPHI,No,HOND,4S,02 - Automobile,Citation,2003
1320,21-801(h),BLACK,No,No,ROCKVILLE,No,FORD,FOCUS,02 - Automobile,Warning,2015
1321,16-116(a),"BLUE, DARK",No,No,NEWARK,No,NISS,MAXIMA,02 - Automobile,Citation,2013
1322,21-901.1(b),BLACK,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2017
1323,21-801.1,BLACK,No,No,ROCKVILLE,No,CHRYSLER,200,02 - Automobile,Citation,2015
1324,21-801.1,BLUE,No,No,GERMANTOWN,No,KIA,SEDONA,02 - Automobile,Citation,2008
1325,21-201(a1),BLACK,No,No,COLUMBIA,No,HONDA,ODYSSEY,02 - Automobile,Citation,2011
1326,21-801.1,RED,No,No,GLEN BURNIE,No,TOYT,TK,05 - Light Duty Truck,Warning,2015
1327,21-801.1,BLACK,No,No,MONTGOMERY VILLAGE,No,KIA,VN,28 - Other,Warning,2017
1328,21-801.1,SILVER,No,No,TAKOMA PARK,No,INFI,4H,02 - Automobile,Citation,2011
1329,21-801.1,BLUE,No,No,RANDALLSTOWN,No,LEXUS,RC 350,02 - Automobile,Warning,2015
1330,21-402(a),BLACK,No,No,LAUREL,No,DODG,4S,02 - Automobile,Citation,2012
1331,11-396.3(a),WHITE,No,No,SILVER SPRING,No,FORD,TK,05 - Light Duty Truck,Warning,1996
1332,16-112(c),RED,No,No,GAITHERSBURG,No,HYUN,2D,02 - Automobile,Warning,2007
1333,21-707(a),RED,No,No,SILVER SPRING,No,TOYT,4S,02 - Automobile,Warning,2005
1334,21-801.1,WHITE,No,No,POOLESVILLE,No,SUBA,SW,03 - Station Wagon,Citation,2013
1335,22-412.3(b),RED,No,No,ROCKVILLE,No,FORD,TK,02 - Automobile,Citation,1999
1336,21-309(b),SILVER,No,No,SILVER SPRING,No,NISSAN,QUEST,02 - Automobile,Warning,2015
1337,21-402(a),WHITE,No,No,IJAMSVILLE,No,CHEVY,VAN,05 - Light Duty Truck,Warning,2016
1338,13-409(a),SILVER,No,No,FREDERICK,No,TOYOTA,SILVERADO,02 - Automobile,Warning,2006
1339,13-409(b),WHITE,No,No,SILVER SPRING,No,FORD,FUSION,02 - Automobile,Citation,2019
1340,21-309(b),GREEN,No,No,DERWOOD,No,TOYT,SIENNA,05 - Light Duty Truck,Warning,2010
1341,21-801.1,BLACK,No,No,SILVER SPRING,No,RAM,TK,05 - Light Duty Truck,Citation,2016
1342,22-204(f),SILVER,No,No,SILVER SPRING,No,SUBARU,IMPREZA,02 - Automobile,Warning,2013
1343,21-801(b),BLUE,No,No,WASHINGTON,No,NISSAN,QUEST,02 - Automobile,Citation,2008
1344,17-104.2(b2),BLUE,No,No,ROCKVILLE,No,HONDA,CIVIC,02 - Automobile,Warning,1996
1345,21-204(b),BLUE,No,No,SILVER SPRING,No,VOLKS,JETTA,02 - Automobile,Warning,2009
1346,22-226(a),SILVER,No,No,SILVER SPRING,No,LEXS,RX 300 TK,02 - Automobile,Warning,2000
1347,21-707(a),BLACK,No,No,SILVER SPRING,No,NISSAN,ROGUE,02 - Automobile,Warning,2019
1348,21-801(b),SILVER,No,No,SILVER SPRING,No,CHEVY,IMPALA,02 - Automobile,Citation,2015
1349,16-303(h),SILVER,No,No,LAUREL,No,VOLKSWAGON,GLI,02 - Automobile,Citation,2013
1350,21-801.1,SILVER,No,No,FORT WASHINGTON,No,HONDA,CIVIC,02 - Automobile,Warning,2006
1351,21-902(b1i),BLACK,No,No,WASHINGTON,No,FORD,FUSION,02 - Automobile,Citation,2019
1352,21-801.1,WHITE,No,No,UPPER MARLBORO,No,HONDA,ACCORD 4DR,02 - Automobile,Citation,2015
1353,21-801.1,BLUE,No,No,GAITHERSBURG,No,FORD,TK,05 - Light Duty Truck,Warning,2003
1354,22-226(a),SILVER,No,No,SILVER SPRING,No,TOYOTA,COROLLA,02 - Automobile,Warning,2012
1355,13-411(c1),WHITE,No,No,LEWISBURG,No,HONDA,PILOT,02 - Automobile,Warning,2013
1356,16-112(c),SILVER,No,No,SILVER SPRING,No,BMW,7 SERIES,02 - Automobile,Citation,2006
1357,22-101(a),WHITE,No,No,MONTGOMERY VILLAGE,No,FORD,E150,02 - Automobile,Citation,2000
1358,13-411(f),RED,No,No,WASHINGTON,No,FORD,EXPLORER,02 - Automobile,Citation,2002
1359,21-801.1,"BLUE, DARK",No,No,POTOMAC,No,CADILLIAC,SUV,02 - Automobile,Citation,2019
1360,22-219(a),SILVER,No,No,SILVER SPRING,No,VOLVO,C70,02 - Automobile,Warning,2009
1361,16-112(c),BLACK,No,No,MONTGOMERY VILLAGE,No,CHEV,PUP,05 - Light Duty Truck,Citation,2017
1362,13-409(b),BLUE,No,No,LAUREL,No,TOYOTA,RAV4,02 - Automobile,Warning,2012
1363,13-410(e2),BLUE,No,No,FREDERICK,No,SUBARU,OUTBACK,02 - Automobile,Warning,2013
1364,21-1003(o),BLACK,No,No,ORLANDO,No,TOYT,UT,02 - Automobile,Warning,2008
1365,21-201(a1),GRAY,No,No,SILVER SPRING,No,NISSAN,MAXIMA,02 - Automobile,Warning,2006
1366,21-201(a1),SILVER,No,No,GERMANTOWN,No,MITSUBISHI,GALANT,02 - Automobile,Warning,2007
1367,21-801(b),RED,No,No,WASHINGTON,No,TOYOTA,COROLLA,02 - Automobile,Citation,2014
1368,21-201(a1),GRAY,No,No,ROCKVILLE,No,NISSAN,SENATA,02 - Automobile,Warning,2019
1369,21-901.1(b),SILVER,No,No,GERMANTOWN,No,TOYOTA,CAMRY,02 - Automobile,Warning,2013
1370,13-409(b),BLACK,No,No,SILVER SPRING,No,NISSAN,ROGUE,28 - Other,Warning,2015
1371,21-801(a),RED,No,No,LAUREL,No,HONDA,ACCORD,02 - Automobile,Warning,2012
1372,17-104.2(b2),TAN,No,No,RICHMOND,No,HONDA,CRV,02 - Automobile,Warning,2002
1373,21-801.1,GRAY,Yes,No,THURMONT,No,MERC,4S,02 - Automobile,Citation,2003
1374,21-801.1,BRONZE,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Warning,2013
1375,21-204(b),BLACK,No,No,SILVER SPRING,No,NISSAN,SENTRA,01 - Motorcycle,Warning,2015
1376,21-401,SILVER,No,No,WASHINGTON,No,HONDA,HRV,02 - Automobile,Citation,2017
1377,22-412.3(b),GREEN,No,No,WAYNESBORO,No,CHEVROLET,TRUCK,02 - Automobile,Citation,1995
1378,61,SILVER,No,No,TAKOMA PARK,No,HONDA,ACCORD,02 - Automobile,ESERO,2003
1379,21-201(a1),RED,No,No,POOLESVILLE,No,JEEP,GRAND CHEROKEE,02 - Automobile,Warning,2012
1380,21-1006(b),RED,No,No,SILVER SPRING,No,NISS,SUV,02 - Automobile,Warning,2015
1381,16-101(a1),RED,No,No,GERMANTOWN,No,BMW,CONV,02 - Automobile,Citation,2006
1382,21-901.1(b),WHITE,No,No,HYATTSVILLE,No,TOYOTA,SOLARA,02 - Automobile,Warning,2006
1383,21-309(b),GREEN,No,No,SILVER SPRING,No,HOND,CIVIC,02 - Automobile,Warning,1995
1384,13-409(b),SILVER,No,No,CHEVY CHASE,No,HYUNDAI,SONATA,02 - Automobile,Warning,2006
1385,13-411(c2),WHITE,No,No,GERMANTOWN,No,CHEVY,TRUCK,02 - Automobile,Warning,2006
1386,21-1124.1(b),WHITE,No,No,IJAMSVILLE,No,FORD,EXPLORER,03 - Station Wagon,Citation,2004
1387,22-412.3(b),SILVER,No,No,GAITHERSBURG,No,CADILLAC,ESCALADE,02 - Automobile,Citation,2016
1388,21-801.1,GRAY,No,No,WASHINGTON,No,VOLK,JETTA 4DR,02 - Automobile,Citation,2017
1389,17-104.2(b2),SILVER,No,No,GERMANTOWN,No,HYUNDAI,ELANTRA,02 - Automobile,Citation,2017
1390,20-102(a1),BROWN,No,No,MONTGOMERY VILLAGE,No,TOYOTA,HIGHLANDER,02 - Automobile,Citation,2018
1391,21-801.1,BLUE,No,No,GAITHERSBURG,No,TOYOT,4DR,02 - Automobile,Citation,2008
1392,21-801.1,MAROON,No,No,SILVER SPRING,No,BUICK,PARK AVE 4S,02 - Automobile,Citation,2005
1393,21-801.1,RED,No,No,DISTRICT HEIGHTS,No,HONDA,CIVIC,02 - Automobile,Citation,2016
1394,16-303(c),BLACK,Yes,No,HYATTSVILLE,No,ACUR,4S,02 - Automobile,Citation,2006
1395,16-101(a1),GREEN,No,No,HYATTSVILLE,No,SUBARU,IMPREZA,02 - Automobile,Citation,2000
1396,20-103(b),BLUE,No,No,GAITHERSBURG,No,TOYOTA,COROLLA,02 - Automobile,Citation,2006
1397,21-801.1,GRAY,No,No,CLARKSVILLE,No,FORD,FLEX,02 - Automobile,Warning,2016
1398,13-409(b),GOLD,No,No,ROCKVILLE,No,PONTIAC,MONTANA SV6,02 - Automobile,Warning,2005
1399,13-401(h),BLUE,No,No,GAITHERSBURG,No,BMW,328I,02 - Automobile,Warning,2011
1400,21-201(a1),RED,No,No,GAITHERSBURG,No,CHEVY,IMPALA,02 - Automobile,Warning,2012
1401,21-801(b),WHITE,No,No,ROCKVILLE,No,DODGE,VAN,02 - Automobile,Citation,1999
1402,21-801.1,SILVER,No,No,BOYDS,No,TOYOTA,CAMRY,02 - Automobile,Warning,2006
1403,64*,GRAY,No,No,GERMANTOWN,No,TOYOTA,CAMRY,02 - Automobile,ESERO,2014
1404,16-303(h),SILVER,No,No,GAITHERSBURG,No,HYUNDAI,4D,02 - Automobile,Citation,2019
1405,16-112(c),BLACK,No,No,BETHESDA,No,PORSCHE,CAYENNE,03 - Station Wagon,Citation,2019
1406,21-801.1,GRAY,No,No,GERMANTOWN,No,ACURA,MDX,02 - Automobile,Warning,2012
1407,21-801.1,SILVER,No,No,MOUNT AIRY,No,ACURA,SUV,02 - Automobile,Warning,2014
1408,21-403(c),SILVER,No,No,SILVER SPRING,No,HYUN,2S,02 - Automobile,Warning,2010
1409,21-1003(aa),SILVER,No,No,PEEKSKILL,No,ACURA,TSX 4D,02 - Automobile,Warning,2000
1410,21-505,N/A,No,No,NEW YORK,No,NONE,NONE,29 - Unknown,Warning,
1411,21-801.1,BLUE,No,No,FREDERICK,No,VOLK,SW,02 - Automobile,Warning,2012
1412,21-201(a1),GREEN,No,No,ROCKVILLE,No,BUICK,4S,02 - Automobile,Warning,2000
1413,21-801.1,BLACK,No,No,WINDSOR MILL,No,NISSAN,ROGUE,02 - Automobile,Warning,2008
1414,21-801.1,WHITE,No,No,BETHESDA,No,HYUN,SONATA,02 - Automobile,Citation,2013
1415,22-406(i1),BLACK,Yes,No,LAUREL,No,DODGE,DURANGO,01 - Motorcycle,Warning,2013
1416,21-503(c),N/A,No,No,ROCKVILLE,No,NONE,NONE,29 - Unknown,Warning,
1417,16-101(a1),SILVER,No,No,HYATTSVILLE,No,HOND,4S,02 - Automobile,Citation,2016
1418,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,COROLLA,02 - Automobile,Citation,2015
1419,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,TACOMA,02 - Automobile,Citation,2017
1420,21-801.1,WHITE,No,No,ADELPHI,No,HONDA,ACCORD,02 - Automobile,Citation,2017
1421,21-801.1,WHITE,No,No,GERMANTOWN,No,ACURA,TSX,02 - Automobile,Citation,2005
1422,22-406(i1),BLUE,Yes,No,BOYDS,No,INFINITY,4 DOOR,02 - Automobile,Citation,2007
1423,21-801.1,WHITE,No,No,GAITHERSBURG,No,HONDA,CRV,02 - Automobile,Warning,2015
1424,16-303(c),SILVER,No,No,ROCKVILLE,No,INFI,I35,02 - Automobile,Citation,2003
1425,21-902(a1i),WHITE,No,No,SILVER SPRING,No,MERCEDES BENZ,GLK350,02 - Automobile,Citation,2011
1426,13-409(b),BLACK,No,No,WASHINGTON,No,FORD,EXPLORER,02 - Automobile,Citation,2009
1427,17-104.2(b1),WHITE,No,No,SILVER SPRING,No,FORD,EXPLORER,02 - Automobile,Citation,2005
1428,21-801.1,WHITE,No,No,BOWIE,No,LNDR,TK,28 - Other,Warning,2014
1429,21-402(a),BLACK,No,No,SILVER SPRING,No,TOYT,SEQUOIA,02 - Automobile,Warning,2014
1430,21-201(a1),SILVER,No,No,LAUREL,No,HOND,VN,02 - Automobile,Warning,2007
1431,21-201(a1),SILVER,No,No,GREAT FALLS,No,JEEP,SUV,02 - Automobile,Citation,2012
1432,22-206(a),WHITE,No,No,ROCKVILLE,No,FORD,F150,02 - Automobile,Warning,2008
1433,21-503(c),N/A,No,No,GAITHERSBURG,No,NONE,NONE,29 - Unknown,Warning,
1434,21-402(a),GRAY,No,No,BURTONSVILLE,No,HYUN,4S,02 - Automobile,Citation,2012
1435,21-604(d),BLUE,No,No,GAITHERSBURG,No,HONDA,CIVIC,02 - Automobile,Citation,2009
1436,21-201(a1),SILVER,No,No,UPPER MARLBORO,No,KIA,FORTE,02 - Automobile,Warning,2015
1437,21-801.1,GRAY,No,No,BROADLANDS,No,KIA,SDN,02 - Automobile,Warning,2015
1438,13-411(a),SILVER,No,No,TAKOMA PARK,No,CHEVROLET,CAMARO,02 - Automobile,Citation,2012
1439,21-202(h2),WHITE,No,No,GREENBELT,No,CHRY,4S,02 - Automobile,Warning,2015
1440,13-411(f),BLUE,No,No,GERMANTOWN,No,FORD,TK,06 - Heavy Duty Truck,Citation,1996
1441,16-112(c),BLUE,Yes,No,OMAHA,No,CHEVROLET,COBOLT,02 - Automobile,Warning,2008
1442,21-405(e2I),MAROON,No,No,SILVER SPRING,No,TOYOTA,SIENNA,02 - Automobile,Warning,2005
1443,21-801.1,GRAY,No,No,GAITHERSBURG,No,MERZ,E350,02 - Automobile,Citation,2011
1444,23-104,GOLD,No,No,DAMASCUS,No,TOYOTA,CAMRY,02 - Automobile,Warning,2004
1445,21-801.1,BLUE,No,No,HYATTSVILLE,No,TOYOTA,RAV4,02 - Automobile,Warning,2016
1446,21-903(c),BLACK,No,No,BLADENSBURG,No,TOYOTA,HIGHLANDER,02 - Automobile,Citation,2006
1447,11-391.41(a),WHITE,No,No,IJAMSVILLE,No,GMC,DS,05 - Light Duty Truck,Warning,1995
1448,21-304(b),BLACK,No,No,SILVER SPRING,No,VOLK,JETTA,02 - Automobile,Warning,2012
1449,21-801.1,RED,No,No,FREDERICK,No,VOLK,4S,02 - Automobile,Citation,2004
1450,21-1110,RED,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Warning,2002
1451,21-801.1,BLUE,No,No,SILVER SPRING,No,BMW,SW,02 - Automobile,Warning,2019
1452,65*,MAROON,No,No,CHEVY CHASE,No,HOND,PILOT,02 - Automobile,ESERO,2011
1453,17-104.2(b2),SILVER,No,No,LAUREL,No,TOYOTA,HIGHLANDER,02 - Automobile,Warning,2012
1454,21-309(b),SILVER,No,No,UNIONTOWN,No,MERZ,500,02 - Automobile,Warning,2005
1455,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,SIENNA VAN,02 - Automobile,Warning,2018
1456,13-401(h),SILVER,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Warning,2009
1457,11-393.9,WHITE,No,No,SILVER SPRING,No,FORD,DS,05 - Light Duty Truck,Warning,2005
1458,21-1124.2(d2),RED,No,No,ARLINGTON,No,HYUNDAI,ACCENT,02 - Automobile,Warning,2002
1459,21-707(a),WHITE,No,No,BOYDS,No,FORD,MUSTANG,02 - Automobile,Warning,2015
1460,21-401,RED,No,No,SILVER SPRING,No,TOYT,RAV4,02 - Automobile,Citation,2019
1461,21-801(a),GREEN,Yes,No,GERMANTOWN,No,CHRYSLER,VOYAGER,02 - Automobile,Warning,2001
1462,11-393.95(a),WHITE,No,No,GERMANTOWN,No,FORD,TK,05 - Light Duty Truck,Warning,2001
1463,21-801.1,WHITE,Yes,No,NEWVILLE,No,FORD,F150,05 - Light Duty Truck,Warning,2013
1464,21-202(h1),WHITE,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Warning,2016
1465,16-101(a1),MULTICOLOR,No,No,BRUNSWICK,No,GMC,TK,05 - Light Duty Truck,Citation,2019
1466,21-202(m),GRAY,No,No,WINDSOR MILL,No,HONDA,ACCORD,02 - Automobile,Warning,2004
1467,21-707(a),WHITE,No,No,ROCKVILLE,No,NISS,MAXIMA,02 - Automobile,Warning,2018
1468,21-707(a),GRAY,No,No,LAUREL,No,HONDA,ACCORD,02 - Automobile,Warning,2014
1469,17-107(a1),BLACK,No,No,NEW CARROLLTON,No,CHRYLER,4DR,02 - Automobile,Citation,2018
1470,22-226(a),BLACK,No,No,BOYDS,No,BMW,4S,02 - Automobile,Warning,2011
1471,22-206(a),"GREEN, LGT",No,No,TAKOMA PARK,No,SUBARU,FORESTER,02 - Automobile,Warning,2010
1472,13-401(h),WHITE,No,No,CHEVY CHASE,No,BMW,550I,02 - Automobile,Warning,2014
1473,7-705(b4),BLACK,Yes,No,HYATTSVILLE,No,ACUR,4S,02 - Automobile,Warning,2006
1474,21-801.1,BLACK,No,No,GAITHERSBURG,No,FORD,MUSTANG,02 - Automobile,Warning,2017
1475,16-101(a1),SILVER,No,No,POTOMAC,No,BMW,SW,02 - Automobile,Warning,2006
1476,21-801.1,BLUE,No,No,ROCKVILLE,No,NISS,4H,02 - Automobile,Citation,2012
1477,16-112(c),RED,No,No,GERMANTOWN,No,TOYOTA,SCION,02 - Automobile,Citation,2015
1478,13-409(b),SILVER,No,No,POOLESVILLE,No,ACURA,MDX SUV,03 - Station Wagon,Citation,2016
1479,20-108,BLACK,No,No,SILVER SPRING,No,CHRYSLER,200C,02 - Automobile,Citation,2015
1480,21-801.1,BLACK,No,No,BETHESDA,No,ACURA,MDX,02 - Automobile,Citation,2012
1481,21-801.1,RED,No,No,LAUREL,No,HONDA,ACCORD,02 - Automobile,Warning,2012
1482,21-103(a),ORANGE,No,No,SILVER SPRING,No,MITS,CN,02 - Automobile,Warning,2009
1483,21-801.1,BLACK,No,No,CLARKSBURG,No,NISSAN,MAXIMA,02 - Automobile,Citation,2018
1484,21-801.1,TAN,No,No,GERMANTOWN,No,LEXS,4S,02 - Automobile,Warning,2010
1485,21-1003(j),BLACK,No,No,SILVER SPRING,No,NISS,PATH,03 - Station Wagon,Warning,2008
1486,21-201(a1),SILVER,No,No,SILVER SPRING,No,AUDI,A4,02 - Automobile,Warning,2012
1487,21-801.1,SILVER,No,No,SPRINGDALE,No,HOND,TK,02 - Automobile,Citation,2005
1488,21-801.1,BLACK,No,No,ASHTON,No,MERZ,4S,02 - Automobile,Warning,2012
1489,21-801.1,SILVER,No,No,SILVER SPRING,No,TOYT,TK 4RUNNER,03 - Station Wagon,Citation,2002
1490,17-107(a1),BLUE,No,No,GAITHERSBURG,No,BMW,328I,02 - Automobile,Warning,2011
1491,11-396.17(a),WHITE,No,No,MIDDLE RIVER,No,FRHT,BOX TK,05 - Light Duty Truck,Warning,2006
1492,21-801(a),BLACK,No,No,NEW MARKET,No,AUDI,4D,02 - Automobile,Warning,2016
1493,21-304(c),SILVER,No,No,FREDERICK,No,VOLK,JETTA,02 - Automobile,Citation,2008
1494,22-201.1,BLACK,No,No,SILVER SPRING,No,KIA,TK,02 - Automobile,Warning,2011
1495,21-801.1,BLUE,No,No,SILVER SPRING,No,LEXUS,RX300,02 - Automobile,Warning,2001
1496,13-411(f),BLACK,No,No,ROCKVILLE,No,NISSAN,SENTRA,02 - Automobile,Warning,2019
1497,21-801.1,SILVER,No,No,GREAT FALLS,No,TOYO,4D,02 - Automobile,Warning,2007
1498,21-801.1,"GREEN, LGT",No,No,HYATTSVILLE,No,TOYT,CAMRY,02 - Automobile,Citation,2000
1499,21-901.1(b),BLACK,No,No,OLNEY,No,CHEVROLET,COBALT,02 - Automobile,Warning,2006
1500,16-303(h),BLACK,No,No,WASHINGTON,No,CRYSLER,MINIVAN,02 - Automobile,Citation,2014
1501,21-801.1,SILVER,No,No,GAITHERSBURG,No,FORD,F1550,02 - Automobile,Warning,2016
1502,21-707(a),BLACK,No,No,WASHINGTON,No,CHRYSLER,200,02 - Automobile,Warning,2015
1503,16-303(g),SILVER,No,No,MONTGOMERY VILLAGE,No,HONDA,CIVIC,02 - Automobile,Citation,2004
1504,21-801(b),WHITE,No,No,HYATTSVILLE,No,NISSAN,ROGUE,02 - Automobile,Warning,2012
1505,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYT,4S,02 - Automobile,Warning,2013
1506,21-801.1,BLACK,No,No,POTOMAC,No,MERZ,S550,02 - Automobile,Warning,2015
1507,21-307(b),BLACK,No,No,GERMANTOWN,No,NISSAN,4D,02 - Automobile,Warning,2006
1508,21-801.1,WHITE,No,No,GAITHERSBURG,No,MERZ,4S CLA250,02 - Automobile,Citation,2015
1509,22-209(b),GRAY,No,No,ROCKVILLE,No,TOYT,4S,02 - Automobile,Warning,2004
1510,21-801.1,BLUE,No,No,CLARKSBURG,No,TOYT,4H,02 - Automobile,Citation,2013
1511,21-201(a1),BLACK,No,No,BETHESDA,No,ACUR,TK,02 - Automobile,Warning,2007
1512,21-1003(j),WHITE,No,No,GERMANTOWN,No,HONDA,ACCORD,02 - Automobile,Warning,2003
1513,21-204(b),GRAY,No,No,GAITHERSBURG,No,DODGE,CHARGER,02 - Automobile,Warning,2010
1514,21-801.1,GRAY,No,No,HYATTSVILLE,No,RAM,TK,05 - Light Duty Truck,Citation,2014
1515,21-1124.2(d2),BLACK,No,No,GERMANTOWN,No,MAZDA,4D,02 - Automobile,Warning,2000
1516,13-411(d),BLUE,No,No,SAVAGE,No,GMC,TK,05 - Light Duty Truck,Warning,2015
1517,21-801.1,WHITE,No,No,BROOKEVILLE,No,TOYT,SUV,02 - Automobile,Warning,2012
1518,16-101(a1),GRAY,No,No,GERMANTOWN,No,NISSAN,SENTRA,02 - Automobile,Citation,2018
1519,17-104.2(b1),GRAY,No,No,ELLICOTT CITY,No,BMW,X5,02 - Automobile,Warning,2019
1520,22-204(f),SILVER,No,No,SILVER SPRING,No,HYUNDI,SANTA FE,02 - Automobile,Citation,2007
1521,21-801.1,SILVER,No,No,IJAMSVILLE,No,TOYOTA,TK,05 - Light Duty Truck,Citation,2018
1522,16-303(h),BLACK,No,No,FREDERICK,No,NISSAN,ALTIMA,02 - Automobile,Citation,2006
1523,21-201(a1),GRAY,No,No,SILVER SPRING,No,TOYOTA,TACOKA,02 - Automobile,Warning,2017
1524,16-113(j),SILVER,No,No,SILVER SPRING,No,TOYOTA,PRIUS,02 - Automobile,Citation,2010
1525,22-204(f),BROWN,No,No,SILVER SPRING,No,CADILLAC,4S,02 - Automobile,Citation,1989
1526,13-401(h),BLACK,No,No,SILVER SPRING,No,JEEP,CHEROKEE,02 - Automobile,Citation,2018
1527,21-801(a),"BLUE, DARK",No,No,FT WASHINGTON,No,FORD,ESCAPE,02 - Automobile,Warning,2017
1528,16-112(c),RED,No,No,BLACKLICK,No,JEEP,SW,02 - Automobile,Warning,2018
1529,21-801.1,WHITE,No,No,CHEVY CHASE,No,BMW,X5,02 - Automobile,Citation,2018
1530,16-112(c),GRAY,No,No,MONTGOMERY VILLAGE,No,NISSAN,ALTIMA,02 - Automobile,Warning,2008
1531,16-303(c),BLACK,No,No,SILVER SPRING,No,JEEP,CHEROKEE,02 - Automobile,Citation,2018
1532,21-401,BLACK,No,No,GAITHERSBURG,No,HYUN,ELANTRA,02 - Automobile,Warning,2013
1533,16-105(b1),BLACK,No,No,WHEATON,No,CHEVROLET,IMPALA,02 - Automobile,Citation,2013
1534,21-801.1,BLACK,No,No,SILVER SPRING,No,TOYT,RAV4,02 - Automobile,Citation,2018
1535,64*,WHITE,No,No,BOONSBORO,No,CHEV,TK,05 - Light Duty Truck,ESERO,2005
1536,21-801.1,GRAY,No,No,COLUMBIA,No,NISS,SU,02 - Automobile,Warning,2011
1537,21-309(b),SILVER,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Citation,2009
1538,21-801.1,BLACK,No,No,SILVER SPRING,No,TOYOTA,4S,02 - Automobile,Warning,2017
1539,16-303(c),SILVER,No,No,LANHAM,No,NISSAN,ALTIMA,02 - Automobile,Citation,2009
1540,21-402(a),BLACK,No,No,ROCKVILLE,No,TOYOTA,CAMRY,02 - Automobile,Warning,2010
1541,21-801.1,BLACK,Yes,No,TAKOMA PARK,No,ACURA,MDX,02 - Automobile,Citation,2017
